,0,1,2
0,490010023K,-0.193474,51.415635
1,490000216D,-0.192005,51.415309
2,490007938F,-0.185752,51.415984
3,490009830E,-0.183042,51.416131
4,490015237B,-0.178086,51.41816
5,490005223K,-0.178072,51.415981
6,490011789H,-0.178509,51.413299
7,490005068E,-0.174932,51.411418
8,490009003E,-0.173014,51.410822
9,490009119E,-0.169824,51.408236
